Nodes,Dimension,Size,Time,Largest
4,0,1.0351770828150477,2.5987625122070312e-05,0.47961263832335
4,0,0.5383570882785002,3.2901763916015625e-05,0.45189067623289003
4,0,1.2967443044379232,1.811981201171875e-05,0.505582471533031
4,0,0.8908054614035072,1.6927719116210938e-05,0.4522221767798963
4,0,0.564696797462044,1.71661376953125e-05,0.3094739331982189
8,0,1.0362280065217053,4.696846008300781e-05,0.3365746949272942
8,0,0.5710111355569347,6.818771362304688e-05,0.16412997004833518
8,0,0.9707970382139358,4.506111145019531e-05,0.41281304493353443
8,0,2.192194207356812,4.506111145019531e-05,0.44107318150568575
8,0,1.3587318100768033,4.482269287109375e-05,0.3631294750719878
16,0,0.960563472335326,0.0001430511474609375,0.267210376893358
16,0,1.1755633199915319,0.00014209747314453125,0.1968817070127371
16,0,1.3457371828642692,0.00014495849609375,0.21890348724160125
16,0,1.157196128530929,0.00014495849609375,0.19314293134454608
16,0,1.9513842494012037,0.0001399517059326172,0.3794528573638244
32,0,1.4061112342397175,0.0005359649658203125,0.12326162084777181
32,0,1.1304822988653989,0.0005080699920654297,0.16722989218137663
32,0,1.4721485902180667,0.00049591064453125,0.16508643948153312
32,0,1.1973823045817584,0.0004980564117431641,0.13205525800560303
32,0,1.0597354930322467,0.0004889965057373047,0.06519200279706905
64,0,1.2604095351983036,0.0016698837280273438,0.07638539224210139
64,0,1.5007008870776517,0.0017049312591552734,0.07281166122717098
64,0,1.4405506400026926,0.0017440319061279297,0.07598496723575421
64,0,1.399018680722337,0.0024220943450927734,0.0765647234574599
64,0,1.3473646540650779,0.0017628669738769531,0.08838699547937723
128,0,1.3407436094574496,0.00647282600402832,0.053977086182203204
128,0,1.4299002831774046,0.007050991058349609,0.04868800857689315
128,0,1.3209456737600669,0.006716012954711914,0.037842136049025865
128,0,1.0026465304966088,0.0069921016693115234,0.022656378669208777
128,0,0.9851216867397041,0.006854057312011719,0.028395309072711372
256,0,1.3098106499889184,0.03326702117919922,0.031844536698144355
256,0,1.167503778240472,0.028895139694213867,0.02407494182974712
256,0,1.2179048220105453,0.03343391418457031,0.023600432718240083
256,0,1.3492039727589877,0.029942989349365234,0.02944173336551692
256,0,1.269816466493448,0.030905961990356445,0.023131242451647993
512,0,1.1444336369213546,0.1320798397064209,0.010729577759136966
512,0,1.2672538274049239,0.128709077835083,0.011958695705109212
512,0,1.164298935235627,0.13011693954467773,0.010169003988722447
512,0,1.225519695109738,0.12478113174438477,0.01616185051975727
512,0,1.1730200707299407,0.13404297828674316,0.009956103549035866
1024,0,1.238988710937865,0.507209062576294,0.006910415160831351
1024,0,1.2177757748971327,0.5003499984741211,0.008295029483739391
1024,0,1.2265896109421828,0.4910719394683838,0.0068364355533308
1024,0,1.223847523294639,0.4879610538482666,0.007380838561987013
1024,0,1.2118859133763897,0.4987649917602539,0.006415466199312103
4,2,0.7079708842984044,2.193450927734375e-05,0.31255995176612983
4,2,1.2596933693646502,4.315376281738281e-05,0.45090427564835583
4,2,1.295833906997942,3.504753112792969e-05,0.6602112912560739
4,2,1.062437880744996,1.8835067749023438e-05,0.4205611049516299
4,2,1.3204321705084219,3.0994415283203125e-05,0.6563248554595842
8,2,1.8286297285744302,4.601478576660156e-05,0.42056445182276947
8,2,2.141074380274402,5.602836608886719e-05,0.44709673373489045
8,2,1.3724861581446741,4.410743713378906e-05,0.31610188180337145
8,2,1.2695407232297327,4.38690185546875e-05,0.308129812005514
8,2,1.7163737725929398,4.410743713378906e-05,0.5655282324044565
16,2,2.3524706287174806,0.00017309188842773438,0.273927199252087
16,2,2.890359192939257,0.00017714500427246094,0.45320377193803785
16,2,2.462389400299479,0.0001838207244873047,0.3367910152131801
16,2,2.1816724383334596,0.00017786026000976562,0.33755256615718116
16,2,2.0854145882483937,0.00018095970153808594,0.2754119477644487
32,2,3.3552133234917707,0.0005199909210205078,0.27381051493884
32,2,3.960107012753609,0.0005230903625488281,0.2882734680162287
32,2,3.7719566148160335,0.0005581378936767578,0.286570241634215
32,2,3.5598952321779005,0.0005338191986083984,0.22397552822969286
32,2,4.191827994407075,0.0005168914794921875,0.22716516295228806
64,2,5.835554256502533,0.001798868179321289,0.18324538768187942
64,2,5.3134068679251945,0.0018000602722167969,0.22002885146993445
64,2,5.405838379514236,0.0018241405487060547,0.2479831555608446
64,2,5.627893392720698,0.00191497802734375,0.20090045700800066
64,2,5.609742543353361,0.0020999908447265625,0.23011421354790199
128,2,7.318859914531082,0.007503986358642578,0.1544326070920899
128,2,7.9309885793462325,0.007430076599121094,0.15158081174284624
128,2,7.801750686709442,0.007630109786987305,0.11143966166972369
128,2,7.922885558905458,0.0068759918212890625,0.11527460995834692
128,2,7.710928188307007,0.007914066314697266,0.12802201810684857
256,2,10.682717595390985,0.03025507926940918,0.10645548587446725
256,2,10.066023692123393,0.033087968826293945,0.12935444346695033
256,2,10.831486041588144,0.03496289253234863,0.09886730596346162
256,2,10.864243289486316,0.02616715431213379,0.11516410297571024
256,2,10.774376935040603,0.031809091567993164,0.1036683416296279
512,2,15.24981446234117,0.124114990234375,0.07884941699873559
512,2,14.927244748968674,0.12441301345825195,0.08447219569920311
512,2,14.988411030545132,0.12553906440734863,0.06905375031832856
512,2,14.631609572952652,0.12333393096923828,0.07943133222001549
512,2,15.129568455515951,0.12246394157409668,0.0758972458179287
1024,2,20.8032000793307,0.49181318283081055,0.058687398132749626
1024,2,20.93350949717425,0.5028369426727295,0.06331874213721483
1024,2,21.36930304526914,0.4929227828979492,0.06445525723334751
1024,2,21.025649269235,0.49010586738586426,0.05090083651773302
1024,2,21.164318010489264,0.5108530521392822,0.05724345660714508
4,3,1.7782427315134042,2.4080276489257812e-05,0.6837206502225871
4,3,1.8102291620481532,2.7894973754882812e-05,0.7980321166783227
4,3,1.3502746770044403,2.9087066650390625e-05,0.5398494203887775
4,3,1.220568072059071,3.3855438232421875e-05,0.5497157486084004
4,3,1.0288387484726007,1.7881393432617188e-05,0.4522735467660788
8,3,2.575665946854562,4.601478576660156e-05,0.6385118220926808
8,3,2.143003257372735,6.103515625E-05,0.4541670551898492
8,3,2.209626886981884,5.698204040527344e-05,0.48057028204571217
8,3,2.8989910937062975,4.482269287109375e-05,0.6383929384410767
8,3,2.4101437953758293,4.38690185546875e-05,0.5640591780848155
16,3,4.33207318679131,0.0001900196075439453,0.6219939987907263
16,3,5.261521390012244,0.00018095970153808594,0.5307828977104717
16,3,5.404276157355122,0.00017786026000976562,0.5847875613022568
16,3,4.568814053593016,0.00018095970153808594,0.4938342101710905
16,3,4.703066358822505,0.0001800060272216797,0.44894854693884806
32,3,7.344750808490992,0.0005080699920654297,0.36804942505967486
32,3,7.14484705989483,0.0005080699920654297,0.4054290560808583
32,3,7.233954032208382,0.000514984130859375,0.3786820606528145
32,3,6.808224008970142,0.0005290508270263672,0.3857913696324775
32,3,7.745507380707494,0.0005259513854980469,0.4007013786836074
64,3,11.235020746490497,0.001753091812133789,0.2775106386817104
64,3,10.717031920142277,0.001744985580444336,0.3666897449696043
64,3,11.558811178637635,0.001744985580444336,0.2883456883233774
64,3,11.372034921758413,0.0017650127410888672,0.3156257271577427
64,3,11.276408187254665,0.0018589496612548828,0.393848073256046
128,3,17.3620293284784,0.006906032562255859,0.23504475867340782
128,3,17.010757853072924,0.007941961288452148,0.2603013170402996
128,3,17.38703136281101,0.0073511600494384766,0.25021180831751655
128,3,18.105172108853736,0.0067670345306396484,0.2519663449697908
128,3,17.59794984920286,0.010889053344726562,0.32173243782061156
256,3,27.215101937382535,0.029004812240600586,0.2054480837409803
256,3,27.012440881279684,0.0256650447845459,0.20640977357462437
256,3,27.802055478271882,0.030645132064819336,0.20866097022123584
256,3,27.42168359144198,0.02579808235168457,0.20124030305176063
256,3,27.35853994803661,0.029263019561767578,0.23162475589437742
512,3,43.19708503658283,0.12595701217651367,0.15914804698941737
512,3,42.860344621099514,0.12738490104675293,0.2112766032634308
512,3,43.39180509070135,0.12332701683044434,0.1855885357319989
512,3,43.6669837425886,0.12500405311584473,0.17377187857064333
512,3,44.24746745902193,0.12603497505187988,0.17347233969442236
1024,3,68.11978932672895,0.4922010898590088,0.14653083186614793
1024,3,67.77909699110874,0.49492406845092773,0.13204127176853805
1024,3,67.34526899462807,0.5026230812072754,0.16705428459291524
1024,3,68.25499956063257,0.4992949962615967,0.1363824470852198
1024,3,68.24259852407539,0.5074899196624756,0.14595538069992792
4,4,1.8764556348544148,2.09808349609375e-05,0.6672269774938792
4,4,1.9476742857723663,2.9087066650390625e-05,0.8995581263711877
4,4,1.5606361376420115,2.5033950805664062e-05,0.81307322107965
4,4,2.039381708012852,1.7881393432617188e-05,0.91095721799923
4,4,2.4360159297380974,2.4080276489257812e-05,0.8412307545649044
8,4,3.6472572432846744,4.601478576660156e-05,0.7596220202062053
8,4,3.385922790902549,4.410743713378906e-05,0.7179934693297917
8,4,3.361003330681679,5.7220458984375e-05,0.6422671088738411
8,4,3.725646294640693,5.817413330078125e-05,0.7117197319869969
8,4,4.061303309084371,4.291534423828125e-05,0.7541602618076731
16,4,5.96608699737224,0.00017404556274414062,0.6138491738281198
16,4,5.738387894731086,0.00017499923706054688,0.6421734386915614
16,4,6.52051977118654,0.00017690658569335938,0.565000314619022
16,4,6.56832405295127,0.0001800060272216797,0.5896670648646921
16,4,6.894789530872576,0.00017786026000976562,0.6885907327218066
32,4,9.470373632965337,0.0005190372467041016,0.5647099060036103
32,4,10.244500510845485,0.000518798828125,0.5121249315691823
32,4,10.888220616994438,0.0005340576171875,0.6809884703790954
32,4,10.85523301957621,0.0005290508270263672,0.5141169936572302
32,4,10.606208161213878,0.0005180835723876953,0.48688802762994965
64,4,16.7616585157948,0.0017380714416503906,0.44950225945233574
64,4,18.20293832825532,0.0018219947814941406,0.4913388245140956
64,4,15.679918649716791,0.0018508434295654297,0.40647688745994714
64,4,17.155185929776724,0.0017218589782714844,0.4357915244014697
64,4,18.225052100564483,0.0017499923706054688,0.43627908832674095
128,4,28.13389368247636,0.0067670345306396484,0.3920561648224675
128,4,29.590513174864018,0.006776094436645508,0.3526265837389117
128,4,28.956499941080494,0.0071489810943603516,0.3772895531936705
128,4,28.801779974058274,0.011473894119262695,0.3645893557880313
128,4,28.840846995049276,0.007008075714111328,0.3371433661679672
256,4,48.43992993158324,0.03555607795715332,0.3469314769245869
256,4,48.60321867487556,0.026533126831054688,0.32989692036250745
256,4,47.206701491961766,0.025897979736328125,0.38418586923458675
256,4,47.51608527007676,0.02908492088317871,0.313105191569625
256,4,46.7189691647701,0.026051998138427734,0.3290489442466238
512,4,77.70908283200457,0.12755894660949707,0.32275529199551184
512,4,76.25888063954424,0.1353440284729004,0.25447650258086557
512,4,78.04190894909614,0.1296241283416748,0.3066115765655747
512,4,78.14638519600527,0.13047289848327637,0.2939123361573663
512,4,78.4917063093535,0.13631916046142578,0.2560464699938825
1024,4,130.94154297157772,0.4916560649871826,0.2487208108505494
1024,4,129.69833501625914,0.5034089088439941,0.24576838040825535
1024,4,132.28723459023868,0.4980051517486572,0.25053263989929997
1024,4,130.23808341324417,0.49243879318237305,0.2526793828269552
1024,4,129.28004012573857,0.5001339912414551,0.2718549177768185
4,0,1.1582603032737824,2.193450927734375e-05,0.5015288648432707
4,0,1.2730692739435545,2.002716064453125e-05,0.6830057913234897
4,0,0.9934860057280984,2.288818359375E-05,0.4643404275932508
4,0,0.9768108055067406,1.6927719116210938e-05,0.5976410904358799
4,0,0.29283821130746357,2.2172927856445312e-05,0.22145583101614397
8,0,0.8736888734551651,6.794929504394531e-05,0.209200867464845
8,0,1.2060418549807987,6.389617919921875e-05,0.38406371429285735
8,0,0.6560364577257431,6.389617919921875e-05,0.2907536256660357
8,0,1.0596397751932631,4.601478576660156e-05,0.2796127837062806
8,0,0.7115826153210558,5.412101745605469e-05,0.2900745070849454
16,0,1.653309664180614,0.00015687942504882812,0.3028745171256283
16,0,0.7429488916326912,0.0001621246337890625,0.12348599072224109
16,0,0.8698018106249931,0.00016307830810546875,0.2768729023916888
16,0,0.9110572726822613,0.00023698806762695312,0.12632663243576303
16,0,1.6257628853789001,0.00014400482177734375,0.31570605263836227
32,0,1.1821053649989481,0.00047206878662109375,0.13314556290208868
32,0,1.2782790397605894,0.0004448890686035156,0.14706766542174277
32,0,1.066530075893405,0.00045108795166015625,0.10309556182950175
32,0,0.9268410182566388,0.0004520416259765625,0.0807296948628875
32,0,0.7188263061283724,0.0004868507385253906,0.12527701569360605
64,0,1.3083813932502342,0.0016989707946777344,0.06573340841735198
64,0,1.1273522906260762,0.0016889572143554688,0.0794649859327824
64,0,1.0758861402185496,0.0018260478973388672,0.06080404128311134
64,0,1.3171637300363623,0.0016138553619384766,0.05944709538978066
64,0,1.1484673986215972,0.0018520355224609375,0.07333469875108822
128,0,1.2246452774237442,0.007266998291015625,0.030221727679934807
128,0,1.2298628110894154,0.010956048965454102,0.05539799214854291
128,0,1.2415550058805171,0.006490945816040039,0.041271338039475136
128,0,1.070528275507264,0.008776187896728516,0.02494518115914679
128,0,1.039005000775868,0.010801076889038086,0.032890859089473756
256,0,1.0973679019900664,0.02853703498840332,0.03830575723226215
256,0,1.2793628162697943,0.03055715560913086,0.0222506009239124
256,0,1.0473640322621192,0.02922797203063965,0.022993296879551095
256,0,1.1364877999172665,0.030000925064086914,0.0180817538377952
256,0,1.2700425193570135,0.03136897087097168,0.022788719439017613
512,0,1.2471759194535932,0.1326448917388916,0.014271284439115406
512,0,1.2795293464628545,0.12307095527648926,0.014203806933860808
512,0,1.1298456226431268,0.12458491325378418,0.010694421366349793
512,0,1.1705154958842534,0.12296009063720703,0.012612169461368228
512,0,1.2266480687487191,0.12279701232910156,0.017610239636080327
1024,0,1.2468208105245142,0.49701786041259766,0.006828205785052055
1024,0,1.213607930490764,0.4912269115447998,0.008767233643255379
1024,0,1.1428932837710681,0.4963359832763672,0.008202593970554006
1024,0,1.2224843548161572,0.5023479461669922,0.007450262094337523
1024,0,1.238378505379298,0.49950194358825684,0.009154953814746403
2048,0,1.2302990039809916,2.030470132827759,0.003017340416792358
2048,0,1.2106357824100908,2.0495760440826416,0.003608955655678092
2048,0,1.2138195011276536,2.0616490840911865,0.003677566741995597
2048,0,1.2062129441110039,2.0635581016540527,0.003751120903199512
2048,0,1.2030255202497693,2.079134941101074,0.003239800113145841
4096,0,1.1875734435234895,9.401880979537964,0.0020470825963821992
4096,0,1.2182303584731096,9.308456897735596,0.0020655863809234676
4096,0,1.2028397163758602,9.366917133331299,0.001936464727471554
4096,0,1.141498171979586,11.855249166488647,0.0022242390653746114
4096,0,1.220177237279674,10.936676979064941,0.0018347595505739944
4,2,0.5793661815659705,2.002716064453125e-05,0.28091453016454804
4,2,1.0269974808421884,2.09808349609375e-05,0.5908530676804036
4,2,1.3654477787457435,3.0994415283203125e-05,0.5490345320455301
4,2,1.45410095023957,2.8133392333984375e-05,0.5816201163932048
4,2,1.0606105286079217,1.811981201171875e-05,0.49314117908605976
8,2,1.7921914668951509,7.104873657226562e-05,0.5538562176828676
8,2,1.69790336712882,4.506111145019531e-05,0.32303152714091765
8,2,2.022991985470121,5.793571472167969e-05,0.597045460418126
8,2,2.002075755300925,5.3882598876953125e-05,0.430419895288181
8,2,1.8723889384160457,4.291534423828125e-05,0.33374124964310375
16,2,2.391615455205359,0.0001690387725830078,0.3703812716562267
16,2,2.7629392403422037,0.00017714500427246094,0.48122408483990026
16,2,3.0180126300405044,0.00018215179443359375,0.356025020321862
16,2,3.0085014460932404,0.00017690658569335938,0.4513656396017362
16,2,2.8414675621196164,0.00017499923706054688,0.48686769437927996
32,2,3.874154243386469,0.0005190372467041016,0.22513766389845585
32,2,3.7482461775403664,0.0005409717559814453,0.2651610139974744
32,2,4.130142520273143,0.0005159378051757812,0.25107362825100826
32,2,4.0885893583343575,0.0005099773406982422,0.26658230383124953
32,2,3.722957739923717,0.0005190372467041016,0.22019293527266603
64,2,5.599003951812415,0.0018699169158935547,0.17216883106754619
64,2,5.596714552701395,0.0018711090087890625,0.18909229311259773
64,2,5.368605844607431,0.0019249916076660156,0.1644116071891377
64,2,5.505333491048781,0.0018508434295654297,0.16320133371086892
64,2,5.697006498770113,0.002274036407470703,0.22177068445452153
128,2,7.7484856537925015,0.008844137191772461,0.12706336418315997
128,2,7.642038097418687,0.008120059967041016,0.13825786361086773
128,2,7.515682940121848,0.0076639652252197266,0.16413569354691412
128,2,7.630074094280367,0.008545160293579102,0.1411621933907832
128,2,7.494300268783092,0.010843992233276367,0.12990913970356072
256,2,10.714311234828877,0.033972978591918945,0.1164146425874928
256,2,10.836669286729693,0.03125786781311035,0.12150386785482142
256,2,10.714325810265205,0.03032398223876953,0.09112079929676041
256,2,10.853086354944972,0.026122093200683594,0.09547692678622499
256,2,10.89082179225731,0.030292987823486328,0.08776265402392837
512,2,14.643429491181475,0.12125802040100098,0.07279677343917465
512,2,14.868368549541653,0.12074589729309082,0.07570187324966048
512,2,15.290501783364993,0.12850022315979004,0.06890366524456282
512,2,15.0726033698013,0.14414095878601074,0.07993023141445256
512,2,14.98049832097118,0.17340922355651855,0.08493383337772202
1024,2,21.03547449463526,0.5270330905914307,0.05061168677458178
1024,2,21.046231571813856,0.5691490173339844,0.05145520016663837
1024,2,21.147154613345826,0.5750939846038818,0.047844842312520675
1024,2,20.825499846921996,0.6685960292816162,0.04702711372365333
1024,2,20.9953543103707,0.6241869926452637,0.05978122633475802
2048,2,29.572230544983924,2.1803090572357178,0.04031734015328928
2048,2,29.64581626277485,2.08719801902771,0.041249818881509775
2048,2,29.58932415031091,2.013439893722534,0.03934023241716349
2048,2,29.479643087964845,2.5034611225128174,0.04172709279700613
2048,2,29.544702013867376,2.3598790168762207,0.043359076934712144
4096,2,42.00974842017406,11.395123958587646,0.031349079371099466
4096,2,42.04636204412053,9.091346979141235,0.031182735465125865
4096,2,41.750190356481646,9.359994888305664,0.027453941521649722
4096,2,41.582092516017894,10.44229006767273,0.025906788222482185
4096,2,41.524749947157275,11.185385942459106,0.02893327233835257
4,3,1.7531978015800318,2.09808349609375e-05,0.773975613019317
4,3,1.3862437326142334,4.1961669921875e-05,0.7244209368764662
4,3,1.4306675621721272,4.506111145019531e-05,0.5713731556691746
4,3,1.064541959150075,2.09808349609375e-05,0.5328186568283279
4,3,1.9362298023564357,1.5974044799804688e-05,0.8683750523491967
8,3,2.6801635108841406,4.482269287109375e-05,0.4776718436115479
8,3,2.4831598240381325,4.291534423828125e-05,0.4871383553331209
8,3,2.620798715613907,4.291534423828125e-05,0.6657502229378917
8,3,2.968884327278629,4.38690185546875e-05,0.591938841730626
8,3,1.5719395810918328,4.38690185546875e-05,0.40888667135014967
16,3,5.065996621906592,0.00017404556274414062,0.4930092846171117
16,3,5.081374009788748,0.00017595291137695312,0.6156845385303801
16,3,4.592215433998313,0.00017690658569335938,0.6088441600976905
16,3,4.897521030277835,0.00017380714416503906,0.4675604053982846
16,3,3.98902526093453,0.00017690658569335938,0.49596777134105885
32,3,6.745207614020967,0.0005691051483154297,0.3733820302797941
32,3,7.3333577386768845,0.0004940032958984375,0.380015790003771
32,3,6.561067560973832,0.0005328655242919922,0.3701785078986613
32,3,6.937271254598554,0.0005240440368652344,0.433997595706445
32,3,7.87114099584368,0.0005280971527099609,0.3640282675055091
64,3,11.049054934762344,0.0019071102142333984,0.32887666991598574
64,3,11.07349834494718,0.0018398761749267578,0.35019082297054244
64,3,10.432915291633485,0.0018720626831054688,0.2848051775768712
64,3,11.829353426804472,0.002012014389038086,0.3155580028804575
64,3,11.323781823140362,0.002193927764892578,0.2883308962080332
128,3,17.90815218416108,0.007652997970581055,0.23033472126971824
128,3,17.5167947398096,0.006960868835449219,0.23927054442503967
128,3,17.789911103300643,0.010885000228881836,0.27549881047248104
128,3,18.133766193314354,0.00673985481262207,0.26513488527828216
128,3,17.411177143243137,0.00832509994506836,0.2535840840785631
256,3,26.98577008398571,0.030184030532836914,0.22250945065139763
256,3,27.651733747928752,0.025724172592163086,0.19995700232637062
256,3,27.844169186897673,0.026813030242919922,0.22382651762609093
256,3,27.26093126865178,0.025760889053344727,0.18504588197540103
256,3,27.492436142480578,0.026936054229736328,0.21861833012884666
512,3,42.870818766141824,0.1226658821105957,0.20414333907831478
512,3,42.895320698296885,0.12738895416259766,0.17870012926547205
512,3,44.387298387168215,0.12333798408508301,0.180390727387746
512,3,43.992717453116235,0.12610101699829102,0.16918131309449086
512,3,43.598347339037836,0.12785911560058594,0.17847744081677083
1024,3,68.2626524156272,0.4960029125213623,0.1431823688379459
1024,3,67.77283164289551,0.5054848194122314,0.13608519067803918
1024,3,67.82796666558184,0.5035078525543213,0.149204162324678
1024,3,68.05326223301638,0.5059690475463867,0.16966768903682533
1024,3,67.6065639975258,0.5120999813079834,0.14258835984331814
2048,3,107.88052271413551,2.248526096343994,0.11941456199642156
2048,3,106.46505802988565,2.169374942779541,0.10754032837055169
2048,3,107.50003921054889,2.102644920349121,0.11840935709656421
2048,3,107.74508311721172,2.140235185623169,0.11185979130665907
2048,3,106.75533064101332,2.0410118103027344,0.1209463531907347
4096,3,168.3425983776821,11.258262872695923,0.09471328153137705
4096,3,168.60128925625293,9.79964017868042,0.10216716030581725
4096,3,168.63874522204424,9.698036909103394,0.089887331467097
4096,3,169.32472672804067,9.829812049865723,0.0939363852285785
4096,3,169.114763238471,9.445120096206665,0.0862784311611068
4,4,2.2137454231796916,2.002716064453125e-05,0.9065512776875618
4,4,1.3857145700616211,3.0994415283203125e-05,0.5173182843899689
4,4,2.3003584049807713,2.3126602172851562e-05,0.8765622890720689
4,4,2.05947598058563,1.9073486328125e-05,0.8241598921316146
4,4,1.4361620104181128,3.504753112792969e-05,0.5818521679134626
8,4,4.256794883158234,4.7206878662109375e-05,0.9283136125108391
8,4,4.244985411604845,4.38690185546875e-05,0.9159385795612695
8,4,2.913308159539903,4.410743713378906e-05,0.522124829284701
8,4,3.2859429864429877,4.410743713378906e-05,0.6208063307538224
8,4,2.860433173260882,4.38690185546875e-05,0.486650301682117
16,4,6.36947909156112,0.00017309188842773438,0.6730575907865249
16,4,5.191184665498941,0.00017714500427246094,0.47759824540426915
16,4,5.323300630466655,0.00018215179443359375,0.5523323740584899
16,4,7.247428478782775,0.00017595291137695312,0.689327144262523
16,4,6.123423806490076,0.0001800060272216797,0.5870460487249386
32,4,9.747215196592359,0.0005400180816650391,0.6900811994902798
32,4,10.809097083545497,0.0005249977111816406,0.5745222453765861
32,4,10.131388425404598,0.0005359649658203125,0.5670631052195094
32,4,9.874786145874994,0.0005280971527099609,0.4564058720739277
32,4,10.089430816809829,0.0005259513854980469,0.52322840021256
64,4,16.324978628467456,0.0018420219421386719,0.40729229384513466
64,4,16.89973895608933,0.0018129348754882812,0.39041231112454167
64,4,16.799065304055073,0.0019350051879882812,0.47121507104417026
64,4,16.683038384889365,0.0021698474884033203,0.5257639227823552
64,4,17.39015063487293,0.002048015594482422,0.46373055449846856
128,4,27.464318109067598,0.00766301155090332,0.36873052637354753
128,4,29.52155850680501,0.006596088409423828,0.42668386611764714
128,4,29.504421632793,0.007529020309448242,0.4219323180481086
128,4,29.612754431728778,0.009922027587890625,0.39059388284038954
128,4,27.831958187071294,0.007071971893310547,0.35310377974519275
256,4,46.776089286258866,0.026607990264892578,0.3145855492149561
256,4,45.943166990142664,0.025892972946166992,0.3402303147185024
256,4,47.043840705821346,0.02769017219543457,0.392512098504573
256,4,46.82113194140151,0.02641010284423828,0.3276846404420397
256,4,47.36231756881677,0.027104854583740234,0.3245009973570754
512,4,76.82547144582279,0.12884998321533203,0.29087045415787827
512,4,77.13735467197418,0.12694406509399414,0.2787855264910869
512,4,78.68503817942712,0.12644100189208984,0.2879072245430237
512,4,77.7265855006444,0.13132500648498535,0.3103126780778834
512,4,77.64581355233226,0.12811493873596191,0.29491857417107237
1024,4,131.74423816874446,0.4912140369415283,0.24616407873798032
1024,4,129.16716260068097,0.498035192489624,0.24733651041762106
1024,4,128.77644147553713,0.49787211418151855,0.2736282688671635
1024,4,132.59694278957002,0.502526044845581,0.2885355054910773
1024,4,129.08999618085278,0.5142760276794434,0.23842288738138132
2048,4,215.23446824389507,2.1479289531707764,0.2088255966738207
2048,4,215.89472077770793,2.082073926925659,0.1997402157771301
2048,4,217.0072805235975,2.0546770095825195,0.2567406036281815
2048,4,215.91617118430509,2.083554983139038,0.20551461494697099
2048,4,215.7000078091652,2.123237133026123,0.20300594577083383
4096,4,359.8105155049351,9.447729110717773,0.170803684451435
4096,4,358.77139629752213,9.745769023895264,0.16620629287535882
4096,4,359.4458735399694,9.48872995376587,0.17156784081140805
4096,4,362.3124529898068,9.3856041431427,0.16767110024923065
4096,4,357.471205625821,10.106153011322021,0.17074389679169324
4,0,1.0954546195447816,2.193450927734375e-05,0.4589397289181436
4,0,1.0058566380356484,4.38690185546875e-05,0.6009127662611881
4,0,0.8182612536921823,2.002716064453125e-05,0.2907596394965716
4,0,0.6714398998779068,1.5974044799804688e-05,0.4619012207589164
4,0,1.4551706261165636,3.0040740966796875e-05,0.8757595961089496
8,0,0.9283273731737329,5.2928924560546875e-05,0.2576037247943348
8,0,1.0228237375191518,7.510185241699219e-05,0.2789636999093674
8,0,1.670240756391708,5.0067901611328125e-05,0.47221112792754516
8,0,0.8838447757734019,6.699562072753906e-05,0.25354156850938925
8,0,1.5393568238034563,5.793571472167969e-05,0.3560373979969347
16,0,1.4132622691787522,0.0001609325408935547,0.22989742177585093
16,0,0.8632430769467933,0.00015997886657714844,0.16689558095791812
16,0,0.9744507363818097,0.00017499923706054688,0.1735392158710347
16,0,0.5991925580419994,0.00016188621520996094,0.09530524613062752
16,0,1.2005888669911908,0.00016808509826660156,0.1844793067325876
32,0,1.2450854498283994,0.00049591064453125,0.1776991702425258
32,0,1.2762648858408854,0.0004870891571044922,0.1517370076273158
32,0,1.0045110525105174,0.0004830360412597656,0.08927767613788262
32,0,1.4964430999823546,0.0004839897155761719,0.15089163577707754
